% Model,LargeGraphiteBlockCharge_v3_Tinbnd_charge_skeleton.mph
5,100,100,9000,2773,2296.160133041372,2461.811976722295,2537.2849519003366,2241.340246876886,0.24476981105158518,2.9387719552284795E8,5.2873004359916234E8
5,100,100,9180,2773,2300.4872071294662,2466.752055322762,2541.5488307940723,2244.5729096238833,0.24476981105158532,2.988965859151629E8,5.2873004359916234E8
5,100,100,9360,2773,2304.857118783493,2471.6469247278696,2545.7604861119303,2247.8735008277445,0.2447698110515855,3.038699979008585E8,5.2873004359916234E8
5,100,100,9540,2773,2309.2679688406483,2476.4962019570557,2549.9197178804034,2251.2407520005495,0.2447698110515847,3.087969818342796E8,5.2873004359916234E8
5,100,100,9720,2773,2313.7170275737394,2481.2993398642016,2554.0264017599657,2254.6727470390088,0.24476981105158532,3.136771332277936E8,5.2873004359916234E8
5,100,100,9900,2773,2318.2085334058133,2486.046826555319,2558.070354699279,2258.1801759719997,0.24476981105158496,3.185006874379789E8,5.2873004359916234E8
5,100,100,10080,2773,2322.7425383600985,2490.7331128551305,2562.046493536873,2261.7670523609936,0.24476981105158513,3.232619802030307E8,5.2873004359916234E8
5,100,100,10260,2773,2327.3060486880768,2495.3719186163626,2565.9706973180755,2265.4124788714125,0.24476981105158496,3.279750157127414E8,5.2873004359916234E8
5,100,100,10440,2773,2331.8967329247976,2499.962982130445,2569.842586468951,2269.1147011229436,0.24476981105158488,3.326395066078492E8,5.2873004359916234E8
5,100,100,10620,2773,2336.5122864859172,2504.506045068919,2573.6620675629047,2272.871959337631,0.24476981105158482,3.372551898949713E8,5.2873004359916234E8
5,100,100,10800,2773,2341.1504887383217,2509.0008705521122,2577.429384054037,2276.6824620292873,0.2447698110515854,3.418218260499883E8,5.2873004359916234E8
5,100,100,10980,2773,2345.809189634141,2513.447244195417,2581.1447793549314,2280.544389141616,0.24476981105158552,3.463391983053623E8,5.2873004359916234E8
5,100,100,11160,2773,2350.484166437044,2517.851272484597,2584.8150977444297,2284.449751429437,0.24476981105158455,3.5081360830132616E8,5.2873004359916234E8
5,100,100,11340,2773,2355.1723599805,2522.218013322332,2588.445912914314,2288.3923106259113,0.24476981105158493,3.5525064781620604E8,5.2873004359916234E8
5,100,100,11520,2773,2359.874647603421,2526.540734277172,2592.0303211293713,2292.3773648598944,0.24476981105158535,3.596420885530063E8,5.2873004359916234E8
5,100,100,11700,2773,2364.59054353486,2530.8158145158063,2595.564749396204,2296.406841637907,0.2447698110515847,3.639850777561367E8,5.2873004359916234E8
5,100,100,11880,2773,2369.318652449931,2535.0423516712326,2599.0485082994182,2300.479999689359,0.24476981105158482,3.6827856312034345E8,5.2873004359916234E8
5,100,100,12060,2773,2374.056960673051,2539.219706610922,2602.481270656971,2304.595356197533,0.24476981105158527,3.725221605881278E8,5.2873004359916234E8
5,100,100,12240,2773,2378.8033431306567,2543.3476521144535,2605.8631445051656,2308.7510015405674,0.24476981105158532,3.767156712020727E8,5.2873004359916234E8
5,100,100,12420,2773,2383.555732555554,2547.426130557913,2609.1944037177764,2312.9449248895667,0.24476981105158527,3.808589846391049E8,5.2873004359916234E8
5,100,100,12600,2773,2388.3120381308236,2551.455126890102,2612.4753555386706,2317.175131042912,0.24476981105158518,3.8495203577115387E8,5.2873004359916234E8
5,100,100,12780,2773,2393.070286681004,2555.434631193246,2615.706305751159,2321.4396540706043,0.24476981105158496,3.889947889210616E8,5.2873004359916234E8
5,100,100,12960,2773,2397.8287587263026,2559.3646380677114,2618.887533899665,2325.736544206836,0.24476981105158502,3.929872304943384E8,5.2873004359916234E8
5,100,100,13140,2773,2402.5858186936844,2563.245153629376,2622.0193320972894,2330.0638584160097,0.24476981105158502,3.9692936586073154E8,5.2873004359916234E8
5,100,100,13320,2773,2407.339598291496,2567.0762011533534,2625.1020443058114,2334.4196587234214,0.2447698110515851,4.008212199460308E8,5.2873004359916234E8
5,100,100,13500,2773,2412.0880811029574,2570.8578235994955,2628.1360229434113,2338.802011926512,0.24476981105158518,4.046628384201789E8,5.2873004359916234E8
5,100,100,13680,2773,2416.8293509464843,2574.5900842381093,2631.121578582765,2343.2089905169455,0.24476981105158527,4.08454287350033E8,5.2873004359916234E8
5,100,100,13860,2773,2421.5618361755205,2578.2730649257473,2634.059000915884,2347.638674416781,0.24476981105158527,4.12195650643177E8,5.2873004359916234E8
5,100,100,14040,2773,2426.2840133948416,2581.906864950465,2636.9486563727305,2352.0891536734644,0.24476981105158527,4.158870289181334E8,5.2873004359916234E8
5,100,100,14220,2773,2430.9940687806125,2585.4916011780238,2639.790965487498,2356.5585306346193,0.24476981105158463,4.19528541199212E8,5.2873004359916234E8
5,100,100,14400,2773,2435.6904451676,2589.027406069806,2642.586312319693,2361.0449195516226,0.24476981105158474,4.23120323571391E8,5.2873004359916234E8
5,100,100,14580,2773,2440.3719273535708,2592.5144267703713,2645.335050970073,2365.5464438416875,0.24476981105158566,4.2666252634784377E8,5.2873004359916234E8
5,100,100,14760,2773,2445.037161198674,2595.952825420995,2648.0376139893388,2370.061240989397,0.24476981105158543,4.3015531418135315E8,5.2873004359916234E8
5,100,100,14940,2773,2449.684300595005,2599.3427809873606,2650.6944980416956,2374.587475581936,0.24476981105158527,4.335988695775553E8,5.2873004359916234E8
5,100,100,15120,2773,2454.311634458776,2602.6844887903267,2653.3061734916414,2379.1233500953963,0.24476981105158482,4.369933929971643E8,5.2873004359916234E8
5,100,100,15300,2773,2458.918308899057,2605.978156621742,2655.8730392252655,2383.667100526664,0.24476981105158482,4.4033909679984546E8,5.2873004359916234E8
5,100,100,15480,2773,2463.503555002665,2609.224004077122,2658.395379281017,2388.2169785671927,0.24476981105158482,4.4363620279417104E8,5.2873004359916234E8
5,100,100,15660,2773,2468.065578901868,2612.42226594927,2660.873514971768,2392.771241408115,0.24476981105158552,4.4688494873831326E8,5.2873004359916234E8
5,100,100,15840,2773,2472.601937371007,2615.5732030205277,2663.307931131147,2397.3281129806146,0.24476981105158532,4.500855942834387E8,5.2873004359916234E8
5,100,100,16020,2773,2477.1108716465883,2618.677132517389,2665.6993347572475,2401.8855986366543,0.24476981105158502,4.532384153136515E8,5.2873004359916234E8
5,100,100,16200,2773,2481.5934264703637,2621.734296544885,2668.048204353049,2406.442286701053,0.2447698110515855,4.563436943088369E8,5.2873004359916234E8
5,100,100,16380,2773,2486.049565021741,2624.7449532435508,2670.3550000467562,2410.9966619465595,0.24476981105158532,4.5940171209662294E8,5.2873004359916234E8
5,100,100,16560,2773,2490.477417311793,2627.7093540998117,2672.620067588151,2415.5473440659266,0.24476981105158474,4.6241276519652104E8,5.2873004359916234E8
5,100,100,16740,2773,2494.873568758288,2630.6278774286025,2674.8438599298374,2420.092402261743,0.2447698110515852,4.653771672719563E8,5.2873004359916234E8
5,100,100,16920,2773,2499.2375523219557,2633.5007916776804,2677.0268206107376,2424.630620596235,0.2447698110515851,4.6829525924351233E8,5.2873004359916234E8
5,100,100,17100,2773,2503.569805803911,2636.3284983000376,2679.169475798608,2429.1601666049087,0.24476981105158527,4.7116736708485055E8,5.2873004359916234E8
5,100,100,17280,2773,2507.8696814643645,2639.1112983939347,2681.2721959962923,2433.679712829602,0.24476981105158513,4.7399383531235373E8,5.2873004359916234E8
5,100,100,17460,2773,2512.1355866651697,2641.8494804266816,2683.335407308433,2438.188056635088,0.24476981105158493,4.7677502276326144E8,5.2873004359916234E8
5,100,100,17640,2773,2516.3665431074364,2644.5434335926434,2685.359878287251,2442.6836275724463,0.2447698110515847,4.795112881175414E8,5.2873004359916234E8
5,100,100,17820,2773,2520.5631132540493,2647.193620528762,2687.3465388679747,2447.1646354927625,0.24476981105158502,4.822029885421801E8,5.2873004359916234E8
5,100,100,18000,2773,2524.7163264663,2649.791913653205,2689.288049702057,2451.6267553479033,0.24476981105158527,4.848419322737799E8,5.2873004359916234E8
5,200,200,0,2862.357933582184,2108.6577515158956,2173.7409807721265,2166.313804255206,2045.9463094138023,0.24476981105158355,14861.227019688142,5.2873004359916234E8
5,200,200,180,2873,2180.7508055241415,2180.194617542424,2267.2330206426705,2152.7797833348764,0.2447698110515852,6992572.549088169,5.2873004359916234E8
5,200,200,360,2873,2175.7364023523537,2187.3674605659935,2287.8781919613116,2184.4922427400984,0.2447698110515848,1.4337304359123638E7,5.2873004359916234E8
5,200,200,540,2873,2175.774741587883,2194.608546040802,2299.284645192304,2190.7566280697793,0.24476981105158527,2.1710127491941135E7,5.2873004359916234E8
5,200,200,720,2873,2176.25554622112,2201.853158034998,2308.7771405821727,2191.8846298412923,0.24476981105158527,2.907792200042085E7,5.2873004359916234E8
5,200,200,900,2873,2177.006637564517,2209.0942944899007,2317.201424811233,2191.344759717436,0.24476981105158532,3.643777401772539E7,5.2873004359916234E8
5,200,200,1080,2873,2177.9223530733334,2216.3283479057454,2325.0249218951117,2190.286671439605,0.24476981105158527,4.378794270901238E7,5.2873004359916234E8
5,200,200,1260,2873,2178.9543102623893,2223.5529842722785,2332.4980940750547,2189.131114682334,0.2447698110515851,5.112719886490777E7,5.2873004359916234E8
5,200,200,1440,2873,2180.0621907110626,2230.76957650608,2339.789870602682,2188.007255976004,0.24476981105158502,5.845790719483588E7,5.2873004359916234E8
5,200,200,1620,2873,2181.2518074182403,2237.9758572253654,2346.941730600442,2186.9910176532717,0.24476981105158527,6.577811813246343E7,5.2873004359916234E8
5,200,200,1800,2873,2182.5287902762016,2245.1698979713733,2353.9994670482683,2186.132244078201,0.2447698110515851,7.308585521197352E7,5.2873004359916234E8
5,200,200,1980,2873,2183.899869623798,2252.3502162557133,2360.992173959287,2185.445802921139,0.24476981105158518,8.037980903919989E7,5.2873004359916234E8
5,200,200,2160,2873,2185.3706243860083,2259.515589540788,2367.939028526813,2184.9311294725676,0.24476981105158527,8.765877946766998E7,5.2873004359916234E8
5,200,200,2340,2873,2186.945480551393,2266.6649036514173,2374.848375319063,2184.579720783196,0.2447698110515851,9.492164997802076E7,5.2873004359916234E8
5,200,200,2520,2873,2188.6275630868017,2273.797057659934,2381.7225370599976,2184.3817105576245,0.2447698110515852,1.02167296330612E8,5.2873004359916234E8
5,200,200,2700,2873,2190.418813361714,2280.910940283679,2388.5613463973737,2184.3283435371236,0.24476981105158482,1.0939457462070534E8,5.2873004359916234E8
5,200,200,2880,2873,2192.3203390563544,2288.005428017115,2395.36375912231,2184.4124449709448,0.24476981105158496,1.1660232583148503E8,5.2873004359916234E8
5,200,200,3060,2873,2194.332692738589,2295.079388486731,2402.1284918951706,2184.628234249438,0.2447698110515852,1.2378938199081655E8,5.2873004359916234E8
5,200,200,3240,2873,2196.456035007888,2302.1316837431064,2408.8543992283076,2184.971039897579,0.24476981105158527,1.309545711008233E8,5.2873004359916234E8
5,200,200,3420,2873,2198.690273189174,2309.161173809938,2415.540430829773,2185.437066418571,0.2447698110515851,1.3809672052044922E8,5.2873004359916234E8
5,200,200,3600,2873,2201.03518081112,2316.166720033653,2422.18536536559,2186.0232219234554,0.24476981105158474,1.4521465903157696E8,5.2873004359916234E8
5,200,200,3780,2873,2203.4904267566653,2323.147186018012,2428.7879438689197,2186.7269844546845,0.24476981105158502,1.5230721831725648E8,5.2873004359916234E8
5,200,200,3960,2873,2206.0555055310433,2330.101438642056,2435.3470179263036,2187.546289985079,0.24476981105158543,1.5937323460509217E8,5.2873004359916234E8
5,200,200,4140,2873,2208.729747061577,2337.0283497650303,2441.8615522521086,2188.479437171035,0.24476981105158527,1.6641155032441875E8,5.2873004359916234E8
5,200,200,4320,2873,2211.512421146099,2343.9268786510506,2448.3307408759733,2189.525104979771,0.24476981105158474,1.7342088995191061E8,5.2873004359916234E8
5,200,200,4500,2873,2214.4026968214357,2350.7960113924896,2454.7538026776087,2190.6821943898753,0.2447698110515848,1.8040004039236736E8,5.2873004359916234E8
5,200,200,4680,2873,2217.3994798292697,2357.6345415292017,2461.1296989535676,2191.9495169955103,0.24476981105158543,1.873480793836815E8,5.2873004359916234E8
5,200,200,4860,2873,2220.5015700189874,2364.441310996034,2467.4572782736304,2193.326100103081,0.24476981105158543,1.9426383784508967E8,5.2873004359916234E8
5,200,200,5040,2873,2223.7077112133047,2371.2152154562805,2473.735491257969,2194.8111477086118,0.24476981105158493,2.011462510858928E8,5.2873004359916234E8
5,200,200,5220,2873,2227.016564328321,2377.955183572868,2479.963488172822,2196.403962530188,0.24476981105158474,2.0799421637988648E8,5.2873004359916234E8
5,200,200,5400,2873,2230.426569688905,2384.6601638839456,2486.1405439201394,2198.1038867804828,0.24476981105158518,2.148066650732333E8,5.2873004359916234E8
5,200,200,5580,2873,2233.9359527702213,2391.3291213142684,2492.265927428283,2199.9102688567486,0.24476981105158543,2.2158253591690102E8,5.2873004359916234E8
5,200,200,5760,2873,2237.542980143137,2397.9610370461546,2498.3388193935507,2201.822446613829,0.24476981105158496,2.2832078914060023E8,5.2873004359916234E8
5,200,200,5940,2873,2241.2459873269836,2404.5549087523564,2504.358435516258,2203.839738300335,0.24476981105158488,2.3502040053596753E8,5.2873004359916234E8
5,200,200,6120,2873,2245.0432108580226,2411.1097516004816,2510.3240332137984,2205.9614355949075,0.24476981105158527,2.416803651087275E8,5.2873004359916234E8
5,200,200,6300,2873,2248.932592900102,2417.6246001917248,2516.234996453621,2208.1867962027095,0.24476981105158502,2.4829969838563803E8,5.2873004359916234E8
5,200,200,6480,2873,2252.9119191977265,2424.0985098984725,2522.09090427865,2210.515034551991,0.24476981105158474,2.5487743846815586E8,5.2873004359916234E8
5,200,200,6660,2873,2256.9790941971837,2430.5305582926385,2527.891279146811,2212.945311723351,0.24476981105158482,2.6141264528966844E8,5.2873004359916234E8
5,200,200,6840,2873,2261.1319785762657,2436.919846958902,2533.635263653976,2215.4767274152505,0.24476981105158527,2.679044013964814E8,5.2873004359916234E8
5,200,200,7020,2873,2265.3681899958506,2443.265501171068,2539.3219534912087,2218.1083162256905,0.2447698110515848,2.7435181385511607E8,5.2873004359916234E8
5,200,200,7200,2873,2269.6854812498254,2449.5666677032714,2544.950809999998,2220.839048316572,0.2447698110515845,2.807540132653242E8,5.2873004359916234E8
5,200,200,7380,2873,2274.081688265767,2455.8225143537,2550.521770780795,2223.6678330975105,0.2447698110515852,2.871101534382592E8,5.2873004359916234E8
5,200,200,7560,2873,2278.554314882799,2462.032234432236,2556.0347771071347,2226.5935221967284,0.24476981105158557,2.9341941400845015E8,5.2873004359916234E8
5,200,200,7740,2873,2283.1006991635722,2468.195048651184,2561.489484553539,2229.614902390836,0.2447698110515855,2.9968100177184254E8,5.2873004359916234E8
5,200,200,7920,2873,2287.7182711727733,2474.310205489411,2566.8850751357018,2232.730681761146,0.24476981105158535,3.0589415042989266E8,5.2873004359916234E8
5,200,200,8100,2873,2292.4042236354444,2480.3769177034073,2572.220825843847,2235.9393639904865,0.24476981105158482,3.1205818620407945E8,5.2873004359916234E8
5,200,200,8280,2873,2297.1560387688387,2486.394427341561,2577.4966106828692,2239.2393811207166,0.24476981105158493,3.181724585577902E8,5.2873004359916234E8
5,200,200,8460,2873,2301.9720750307933,2492.3622029702506,2582.7126371127765,2242.629517454113,0.24476981105158532,3.2423609846313715E8,5.2873004359916234E8
5,200,200,8640,2873,2306.8494744609975,2498.279675112685,2587.8689041453295,2246.108414136324,0.24476981105158557,3.30248381082654E8,5.2873004359916234E8
5,200,200,8820,2873,2311.7848584838457,2504.1461731269765,2592.9648019105243,2249.674362236056,0.24476981105158552,3.3620880996360075E8,5.2873004359916234E8
5,200,200,9000,2873,2316.775455195845,2509.9610162532363,2597.9994673416354,2253.325444211423,0.24476981105158496,3.4211679683022755E8,5.2873004359916234E8
5,200,200,9180,2873,2321.819020071866,2515.7236140006034,2602.9725909020085,2257.059834170939,0.24476981105158482,3.479717737961163E8,5.2873004359916234E8
5,200,200,9360,2873,2326.9133101101256,2521.433508704171,2607.885115578383,2260.8759491270653,0.24476981105158474,3.5377311118096316E8,5.2873004359916234E8
5,200,200,9540,2873,2332.055465358735,2527.0901511801,2612.7378543150567,2264.7718514576645,0.24476981105158496,3.595203791713349E8,5.2873004359916234E8
5,200,200,9720,2873,2337.2425039594355,2532.6931074312324,2617.5299003078862,2268.745796669499,0.24476981105158527,3.652130050303343E8,5.2873004359916234E8
5,200,200,9900,2873,2342.4710662147872,2538.2418581436486,2622.2600486824554,2272.7955497511966,0.24476981105158532,3.7085066763227355E8,5.2873004359916234E8
5,200,200,10080,2873,2347.7394522581503,2543.73604912632,2626.928483619159,2276.9193947890153,0.24476981105158496,3.7643280736989415E8,5.2873004359916234E8
5,200,200,10260,2873,2353.045623660339,2549.1752829040292,2631.5360785565554,2281.1153367773322,0.24476981105158482,3.819589971960286E8,5.2873004359916234E8
5,200,200,10440,2873,2358.3861859348017,2554.5591119025153,2636.083292189424,2285.380972802189,0.24476981105158502,3.8742897734824127E8,5.2873004359916234E8
5,200,200,10620,2873,2363.7683346098847,2559.86651632758,2640.5470785778884,2289.7383822952424,0.2447698110515852,3.9281938707053566E8,5.2873004359916234E8
5,200,200,10800,2873,2369.179891146216,2565.11317302295,2644.9451242511755,2294.1649354018004,0.24476981105158535,3.981470836329426E8,5.2873004359916234E8
5,200,200,10980,2873,2374.616103110794,2570.302852290031,2649.282171808136,2298.6534971424676,0.24476981105158543,4.034172944235716E8,5.2873004359916234E8
5,200,200,11160,2873,2380.0741074072816,2575.4357581025406,2653.5587795600663,2303.201287980386,0.24476981105158496,4.0862978899720395E8,5.2873004359916234E8
5,200,200,11340,2873,2385.5513622477492,2580.511706055334,2657.775042590593,2307.806036358303,0.24476981105158496,4.137843637870243E8,5.2873004359916234E8
5,200,200,11520,2873,2391.0454003896875,2585.5305204491297,2661.9311745317873,2312.4654743604597,0.2447698110515851,4.1888084131632173E8,5.2873004359916234E8
5,200,200,11700,2873,2396.5537862381743,2590.4920499077807,2666.027465218012,2317.1773209520866,0.2447698110515851,4.2391906986381793E8,5.2873004359916234E8
5,200,200,11880,2873,2402.0740995563283,2595.3961682065296,2670.064216765894,2321.9392839090715,0.24476981105158513,4.2889892330129164E8,5.2873004359916234E8
5,200,200,12060,2873,2407.6039976758166,2600.2427736570216,2674.0417201851496,2326.7490624260763,0.24476981105158518,4.338203002732876E8,5.2873004359916234E8
5,200,200,12240,2873,2413.141198258477,2605.03178842047,2677.9602637561693,2331.604350763935,0.24476981105158474,4.386831235591703E8,5.2873004359916234E8
5,200,200,12420,2873,2418.683432168469,2609.763158251853,2681.8201504856547,2336.5028417018434,0.24476981105158482,4.4348733993352073E8,5.2873004359916234E8
5,200,200,12600,2873,2424.228452738379,2614.4368522658733,2685.621702554242,2341.4422284642483,0.24476981105158527,4.4823291992851466E8,5.2873004359916234E8
5,200,200,12780,2873,2429.774063500767,2619.0528624689673,2689.3652580651096,2346.4202061854457,0.2447698110515852,4.529198573031039E8,5.2873004359916234E8
5,200,200,12960,2873,2435.318113608416,2623.6112032521905,2693.0511715951116,2351.434474689259,0.24476981105158518,4.57548168560593E8,5.2873004359916234E8
5,200,200,13140,2873,2440.858495607369,2628.111910885975,2696.679815721435,2356.4827416168764,0.24476981105158518,4.621178924897622E8,5.2873004359916234E8
5,200,200,13320,2873,2446.3931594899545,2632.5550429795258,2700.2515768679655,2361.562724230259,0.24476981105158488,4.666290895574115E8,5.2873004359916234E8
5,200,200,13500,2873,2451.9200947107,2636.9406781451376,2703.7668528503286,2366.6721510952502,0.24476981105158474,4.7108184149105865E8,5.2873004359916234E8
5,200,200,13680,2873,2457.437328626315,2641.26891551733,2707.2260570053027,2371.8087646154986,0.2447698110515847,4.754762508781321E8,5.2873004359916234E8
5,200,200,13860,2873,2462.942923860215,2645.539874351439,2710.6296165552967,2376.970323247337,0.24476981105158488,4.7981244079304403E8,5.2873004359916234E8
5,200,200,14040,2873,2468.4350139458443,2649.7536933547185,2713.977969376554,2382.15460317011,0.24476981105158496,4.840905540473447E8,5.2873004359916234E8
5,200,200,14220,2873,2473.911802415479,2653.9105300195915,2717.271564138611,2387.359399980885,0.24476981105158518,4.8831075244951606E8,5.2873004359916234E8
5,200,200,14400,2873,2479.3715065950655,2658.0105603963216,2720.5108607769125,2392.582531115609,0.24476981105158518,4.9247321665911543E8,5.2873004359916234E8
5,200,200,14580,2873,2484.812387305389,2662.053978604054,2723.696328338727,2397.821837593881,0.24476981105158482,4.9657814572681236E8,5.2873004359916234E8
5,200,200,14760,2873,2490.232774190041,2666.0409961791192,2726.828447634815,2403.0751848382,0.24476981105158488,5.00625756366626E8,5.2873004359916234E8
5,200,200,14940,2873,2495.631045939595,2669.9718416042424,2729.9077087684364,2408.34046441818,0.2447698110515851,5.046162824372928E8,5.2873004359916234E8
5,200,200,15120,2873,2501.0056282037094,2673.8467597744902,2732.9346085623147,2413.61559638688,0.2447698110515851,5.085499744456633E8,5.2873004359916234E8
5,200,200,15300,2873,2506.354988303592,2677.6660115228474,2735.909651762633,2418.898530448044,0.24476981105158474,5.124270991060589E8,5.2873004359916234E8
5,200,200,15480,2873,2511.6776497456244,2681.4298730713645,2738.8333516903504,2424.1872461043363,0.24476981105158513,5.162479387461254E8,5.2873004359916234E8
5,200,200,15660,2873,2516.9721857017257,2685.138635577355,2741.706229947793,2429.4797537267327,0.24476981105158543,5.2001279078165406E8,5.2873004359916234E8
5,200,200,15840,2873,2522.2372203169516,2688.7926045404956,2744.5288152261637,2434.774097104708,0.2447698110515851,5.2372196717754865E8,5.2873004359916234E8
5,200,200,16020,2873,2527.4800566919507,2692.406592304583,2747.314809955471,2440.0689212171783,0.24476981105158482,5.273916442788458E8,5.2873004359916234E8
5,200,200,16200,2566.3603868874625,2536.98774253282,2693.7462475714874,2716.2189144620506,2445.362673553449,0.24476981105158463,5.289079725976759E8,5.2873004359916234E8
5,200,200,16380,2538.414823392272,2538.3862469546784,2693.8078533953762,2702.3181350796713,2450.6528509078344,0.24476981105158488,5.289075909313234E8,5.2873004359916234E8
5,200,200,16560,2543.1590744205764,2543.1616175941863,2693.8306589492668,2697.42944864636,2455.9353025357927,0.2447698110515851,5.289076237190729E8,5.2873004359916234E8
5,200,200,16740,2547.848820697633,2547.851610415786,2693.839823048146,2695.497559583085,2461.1999237706546,0.24476981105158502,5.289075914969241E8,5.2873004359916234E8
5,200,200,16920,2552.4731428546843,2552.4734180109485,2693.844300190186,2694.5795928201906,2466.4402051303246,0.24476981105158482,5.289075851479719E8,5.2873004359916234E8
5,200,200,17100,2556.9923611906706,2556.9919292716622,2693.8465301426354,2694.1397513560014,2471.650872897656,0.24476981105158496,5.2890758774079245E8,5.2873004359916234E8
5,200,200,17280,2561.4479257855705,2561.447697986713,2693.8475991417326,2693.9459914808604,2476.8273810623486,0.24476981105158502,5.289075901863559E8,5.2873004359916234E8
5,200,200,17460,2565.844480571941,2565.8444758361998,2693.848098233871,2693.8708252291904,2481.9660200927456,0.2447698110515852,5.2890759071419233E8,5.2873004359916234E8
5,200,200,17640,2570.1728405760787,2570.1728842415537,2693.848336694168,2693.8467944123604,2487.0640078218976,0.2447698110515852,5.2890759044980687E8,5.2873004359916234E8
5,200,200,17820,2574.427735610028,2574.4277540233666,2693.848462532959,2693.841824067313,2492.1191149557467,0.24476981105158518,5.2890759024119896E8,5.2873004359916234E8
5,200,200,18000,2578.6066866744945,2578.606685306734,2693.8485397016216,2693.842441026709,2497.129362803125,0.2447698110515851,5.289075902111749E8,5.2873004359916234E8
5,300,300,0,2952.796828038767,2152.796829297253,2173.0053555617105,2175.4979485509134,2173.0000000000005,0.24476981105158446,16919.361395757842,5.2873004359916234E8
5,300,300,180,2971.55520396951,2171.5552039695103,2180.893140404842,2277.5072823831038,2173.0000213307017,0.24476981105158543,8476600.058982313,5.2873004359916234E8
5,300,300,360,2972.1099600450193,2172.1099600450198,2189.14179923606,2301.0855763991017,2173.0030043036195,0.24476981105158532,1.693628075656898E7,5.2873004359916234E8
5,300,300,540,2972.778621150474,2173.1715800180214,2197.4285405251435,2316.0450751476824,2173.0237167807263,0.24476981105158527,2.539180287210162E7,5.2873004359916234E8
