% Model,LargeGraphiteBlock_v5_PorousMedia_rad_PBC_grid_charge.mph,,,,,,,,,,
% Version,COMSOL 6.0.0.405,,,,,,,,,,
% Date,"Jan 19 2024, 15:24",,,,,,,,,,
% Table,Accumulated Probe Table 2 - ,,,,,,,,,,
% charge_hrs (h),Time (s),"Temperature (K), inlet_T","Temperature (K), outlet_T","Temperature (K), block1_T","Temperature (K), inlet_T_2","Temperature (K), outlet_T_2","Temperature (K), inlet_T 1","Temperature (K), outlet_T 1","Temperature (K), block2_T","Temperature (K), block3_T","Temperature (K), block4_T"
4,0,2672.9999999999986,2173.000000000001,2174.0452320434883,2673.0000000000146,2173.0000000000073,2673.0000000000005,2173.0000000000014,2173.000853505642,2173.000000379524,2172.999999999989
4,144,2672.9999999999986,2173.00902,2199.365703384896,2673.0000000000146,2173.0088789607707,2673.0000000000005,2173.0087373903966,2197.6512082647846,2195.8956151357397,2173.000838
4,288,2672.9999999999986,2173.571240580707,2221.749271116017,2673.0000000000146,2173.5673321033955,2673.0000000000005,2173.5633779630643,2219.296642138726,2216.6519338910484,2173.0260893463164
4,432,2672.9999999999986,2174.8789565890174,2242.818627525612,2673.0000000000146,2174.871636790104,2673.0000000000005,2174.8642420450865,2239.753024563791,2236.335083134396,2173.121711
4,576,2672.9999999999986,2176.2112463866447,2262.743084267778,2673.0000000000146,2176.203994147478,2673.0000000000005,2176.196686426488,2259.1624649604696,2255.0686039318275,2173.2851706137562
4,720,2672.9999999999986,2177.3368463010524,2281.3868716439442,2673.0000000000146,2177.330634950345,2673.0000000000005,2177.3244142262356,2277.3964582572194,2272.7320630588533,2173.525961
4,864,2672.9999999999986,2178.388916404891,2299.319250365139,2673.0000000000146,2178.3836886821928,2673.0000000000005,2178.3784522135766,2294.9881370036733,2289.8068624605085,2173.8004472986254
4,1008,2672.9999999999986,2179.4040351050085,2316.251638893677,2673.0000000000146,2179.3990752849345,2673.0000000000005,2179.394083734045,2311.6428323896907,2306.023491906052,2174.1236913303665
4,1152,2672.9999999999986,2180.472703381943,2332.3292087996047,2673.0000000000146,2180.4672816825773,2673.0000000000005,2180.4618229496946,2327.5016325113197,2321.507647000789,2174.493616363354
4,1296,2672.9999999999986,2181.595886250288,2347.690139109206,2673.0000000000146,2181.5896013286338,2673.0000000000005,2181.583323673024,2342.6921175478906,2336.3762655429805,2174.9061870864566
4,1440,2672.9999999999986,2182.789514851698,2362.2714597273234,2673.0000000000146,2182.782800439197,2673.0000000000005,2182.776109299422,2357.165099859964,2350.5832130717936,2175.3694218686314
4,1584,2672.9999999999986,2184.060651945365,2376.0547436423726,2673.0000000000146,2184.053712490312,2673.0000000000005,2184.0468015689994,2370.9032597826167,2364.112227123103,2175.8882266050055
4,1728,2672.9999999999986,2185.406853579215,2389.077756,2673.0000000000146,2185.399622560773,2673.0000000000005,2185.3924377999324,2383.9327296220913,2376.9853317069123,2176.4632484659505
4,1872,2672.9999999999986,2186.825086637151,2401.3765123039216,2673.0000000000146,2186.8173562122756,2673.0000000000005,2186.8096936517722,2396.286507227463,2389.2279918899467,2177.095240867118
4,2016,2672.9999999999986,2188.3143752062365,2413.019584226705,2673.0000000000146,2188.3059771160583,2673.0000000000005,2188.297673400199,2408.0191748847096,2400.886586903042,2177.783280880876
4,2160,2672.9999999999986,2189.8731274878014,2424.095307272617,2673.0000000000146,2189.864337741942,2673.0000000000005,2189.8556361371584,2419.191739044775,2412.015101804878,2178.5243460589973
4,2304,2672.9999999999986,2191.500056699878,2434.645283125886,2673.0000000000146,2191.491025145108,2673.0000000000005,2191.4820760934776,2429.8369227763496,2422.640401893712,2179.3181811229974
4,2448,2672.9999999999986,2193.1937825035097,2444.7061732557236,2673.0000000000146,2193.184495345395,2673.0000000000005,2193.1753033345803,2439.9880904483575,2432.7920214918217,2180.166141035044
4,2592,2672.9999999999986,2194.9539190735763,2454.329270489545,2673.0000000000146,2194.9441964883763,2673.0000000000005,2194.9346148638015,2449.682782680118,2442.5060816463156,2181.0682882337455
4,2736,2672.9999999999986,2196.7812113480213,2463.516312640499,2673.0000000000146,2196.770995325736,2673.0000000000005,2196.7609387163757,2458.929435683452,2451.788711,2182.0269392128685
4,2880,2672.9999999999986,2198.6766758381937,2472.2613246139626,2673.0000000000146,2198.666027191362,2673.0000000000005,2198.6555486802304,2467.7409886470114,2460.6494956812735,2183.046000408901
4,3024,2672.9999999999986,2200.6401477469085,2480.594498966745,2673.0000000000146,2200.6290727872474,2673.0000000000005,2200.6181839369538,2476.1470681683663,2469.1180572228445,2184.1264218056313
4,3168,2672.9999999999986,2202.670344026772,2488.514614312367,2673.0000000000146,2202.6589136221605,2673.0000000000005,2202.647704261177,2484.1524678193123,2477.1997314027108,2185.269045457812
4,3312,2672.9999999999986,2204.766223410172,2496.0137228509575,2673.0000000000146,2204.7544486580687,2673.0000000000005,2204.7429256872138,2491.768288222128,2484.9042491496643,2186.4760140679696
4,3456,2672.9999999999986,2206.9261657396496,2503.1339254267946,2673.0000000000146,2206.914085101357,2673.0000000000005,2206.902243435439,2499.0296860398985,2492.2688620654853,2187.7462191685104
4,3600,2672.9999999999986,2209.148973897079,2509.8975017808316,2673.0000000000146,2209.1365416871013,2673.0000000000005,2209.1243777671075,2505.945670047195,2499.3041550424246,2189.077503851201
4,3744,2672.9999999999986,2211.434289992495,2516.311049743082,2673.0000000000146,2211.421447005042,2673.0000000000005,2211.4088950123755,2512.5289734608987,2506.0176091005437,2190.470215502637
4,3888,2672.9999999999986,2213.7807746607095,2522.428546552584,2673.0000000000146,2213.7674938720825,2673.0000000000005,2213.7545075761327,2518.821109716713,2512.447562241443,2191.9232542357463
4,4032,2672.9999999999986,2216.1863648540066,2528.2834564881014,2673.0000000000146,2216.172763515221,2673.0000000000005,2216.159465096578,2524.832347,2518.603127,2193.4347159920444
4,4176,2672.9999999999986,2218.6500614541274,2533.8766391610657,2673.0000000000146,2218.6362104777936,2673.0000000000005,2218.6226715715557,2530.569193234817,2524.4837095755956,2195.006035034542
4,4320,2672.9999999999986,2221.1705743726393,2539.2454599965836,2673.0000000000146,2221.1564601393034,2673.0000000000005,2221.142705131086,2536.070207100438,2530.125079,2196.638151453578
4,4464,2672.9999999999986,2223.7462967417623,2544.406679298985,2673.0000000000146,2223.7319016600586,2673.0000000000005,2223.7178835433124,2541.337943724429,2535.5330902724863,2198.3301479871357
4,4608,2672.9999999999986,2226.3765702586716,2549.339035369685,2673.0000000000146,2226.3617984451007,2673.0000000000005,2226.3473990012367,2546.3654526384457,2540.697550086791,2200.083488289428
4,4752,2672.9999999999986,2229.0609563719095,2554.0593173339394,2673.0000000000146,2229.0457937472406,2673.0000000000005,2229.0309707349907,2551.1868905330543,2545.652367145354,2201.8991154913265
4,4896,2672.9999999999986,2231.798461810308,2558.5758057152875,2673.0000000000146,2231.7829906718525,2673.0000000000005,2231.767895058311,2555.8016201724645,2550.403680087264,2203.775070492731
4,5040,2672.9999999999986,2234.5879421846344,2562.8656060065778,2673.0000000000146,2234.572182486585,2673.0000000000005,2234.556866595407,2560.1957199771005,2554.9361797179877,2205.7111918481774
4,5184,2672.9999999999986,2237.427135436419,2566.9488988345215,2673.0000000000146,2237.4111698231304,2673.0000000000005,2237.395666978286,2564.4061038671334,2559.2865193750977,2207.7076028385636
4,5328,2672.9999999999986,2240.3126065043903,2570.8459171958184,2673.0000000000146,2240.296469082652,2673.0000000000005,2240.280787277504,2568.4365726477095,2563.463796898814,2209.7614205621826
4,5472,2672.9999999999986,2243.2423774983536,2574.5484213972445,2673.0000000000146,2243.225989825487,2673.0000000000005,2243.210071448845,2572.271252,2567.4468109160985,2211.871463734433
4,5616,2672.9999999999986,2246.2167279216783,2578.087108381292,2673.0000000000146,2246.199962266214,2673.0000000000005,2246.1836932884503,2575.9515587422225,2571.2734068643103,2214.0380332857144
4,5760,2672.9999999999986,2249.23554,2581.4884616634354,2673.0000000000146,2249.2184236892676,2673.0000000000005,2249.201801032451,2579.4854498313707,2574.9548827550066,2216.2588540747365
4,5904,2672.9999999999986,2252.297387574671,2584.746461923886,2673.0000000000146,2252.280036891079,2673.0000000000005,2252.263168216283,2582.8527672661894,2578.4634299637078,2218.533294277946
4,6048,2672.9999999999986,2255.399844104423,2587.885541234252,2673.0000000000146,2255.3823191953597,2673.0000000000005,2255.365304301219,2586.095254083625,2581.839344233286,2220.862922768873
4,6192,2672.9999999999986,2258.5395535032203,2590.9180443939126,2673.0000000000146,2258.521916436424,2673.0000000000005,2258.5048541582087,2589.219926472301,2585.096725,2223.2462132600717
4,6336,2672.9999999999986,2261.714900661123,2593.826074699672,2673.0000000000146,2261.6971521048054,2673.0000000000005,2261.6800246082366,2592.197621,2588.1982151447555,2225.681829851248
4,6480,2672.9999999999986,2264.925915973901,2596.6237837367667,2673.0000000000146,2264.9079428437517,2673.0000000000005,2264.890591813073,2595.0665528796826,2591.1842003957504,2228.170566688218
4,6624,2672.9999999999986,2268.171718686857,2599.311046379302,2673.0000000000146,2268.1534111336873,2673.0000000000005,2268.135691657184,2597.8320296363327,2594.072290323841,2230.7100010837553
4,6768,2672.9999999999986,2271.450688719592,2601.8686066044743,2673.0000000000146,2271.432116,2673.0000000000005,2271.4141071468016,2600.459333447308,2596.8162674702703,2233.2975843642657
4,6912,2672.9999999999986,2274.7612918450254,2604.3183846996735,2673.0000000000146,2274.742562886738,2673.0000000000005,2274.7244379877775,2602.989385547041,2599.459229440882,2235.933983
4,7056,2672.9999999999986,2278.101315665425,2606.6623593945033,2673.0000000000146,2278.082407982445,2673.0000000000005,2278.064192465654,2605.4304353287207,2602.0241582854624,2238.6171285266464
4,7200,2672.9999999999986,2281.467620604658,2608.890303,2673.0000000000146,2281.4487093543485,2673.0000000000005,2281.430502596006,2607.744845408892,2604.4534793847947,2241.3442112121106
4,7344,2672.9999999999986,2284.8586113991955,2611.0380347905884,2673.0000000000146,2284.8397134279285,2673.0000000000005,2284.8215140423113,2609.976896684709,2606.7920181228474,2244.1162753568897
4,7488,2672.9999999999986,2288.2738996085022,2613.104788515643,2673.0000000000146,2288.2547424561362,2673.0000000000005,2288.2363208760107,2612.136748563906,2609.071232586911,2246.931867
4,7632,2672.9999999999986,2291.712618152248,2615.091007512608,2673.0000000000146,2291.693086110559,2673.0000000000005,2291.674248209305,2614.1937302253905,2611.2311310813916,2249.7881443044357
4,7776,2672.9999999999986,2295.1741521306208,2617.0205496149047,2673.0000000000146,2295.154462704079,2673.0000000000005,2295.1354524545636,2616.1842700392076,2613.319858068654,2252.686080619104
4,7920,2672.9999999999986,2298.6567359373257,2618.8805573821996,2673.0000000000146,2298.636969284615,2673.0000000000005,2298.6179527590366,2618.105937324317,2615.3476520548224,2255.6241626034953
4,8064,2672.9999999999986,2302.1571994376404,2620.670855948558,2673.0000000000146,2302.137489856507,2673.0000000000005,2302.118608396834,2619.9429661280064,2617.275012054931,2258.600136527443
4,8208,2672.9999999999986,2305.673178930095,2622.4083175322426,2673.0000000000146,2305.6535409172757,2673.0000000000005,2305.6347368125953,2621.7202283587994,2619.136793087657,2261.613937756372
4,8352,2672.9999999999986,2309.2040018672938,2624.0684907873183,2673.0000000000146,2309.1841469326687,2673.0000000000005,2309.1651276482025,2623.4303547010463,2620.944002393506,2264.663603657686
4,8496,2672.9999999999986,2312.7495153034433,2625.6523569502733,2673.0000000000146,2312.7293236688038,2673.0000000000005,2312.709914642965,2625.058179891128,2622.6510760778315,2267.7460169229894
4,8640,2672.9999999999986,2316.308903404973,2627.1857442085707,2673.0000000000146,2316.288609792056,2673.0000000000005,2316.2690905624904,2626.631259605274,2624.298069532639,2270.861145
4,8784,2672.9999999999986,2319.8805976862945,2628.642765,2673.0000000000146,2319.860270720457,2673.0000000000005,2319.840781608296,2628.143583304272,2625.904742628426,2274.0078664374655
4,8928,2672.9999999999986,2323.461472886076,2630.030769018982,2673.0000000000146,2323.4411598035445,2673.0000000000005,2323.4217333014703,2629.583965774033,2627.4190959241505,2277.183302181887
4,9072,2672.9999999999986,2327.047231115535,2631.381559616532,2673.0000000000146,2327.0269740555523,2673.0000000000005,2327.007596992917,2630.983091828697,2628.895595167835,2280.3879314301616
4,9216,2672.9999999999986,2330.6391615119887,2632.675543840138,2673.0000000000146,2330.618867661294,2673.0000000000005,2330.599463584659,2632.330476,2630.329365674474,2283.6204270029025
4,9360,2672.9999999999986,2334.2381641926345,2633.925937484732,2673.0000000000146,2334.2176894235913,2673.0000000000005,2334.1981150024135,2633.625747548172,2631.6899621450875,2286.8782042880994
4,9504,2672.9999999999986,2337.8438123847645,2635.1449104541084,2673.0000000000146,2337.8232205102076,2673.0000000000005,2337.803499209862,2634.8837232121177,2633.0178386027796,2290.161148182433
4,9648,2672.9999999999986,2341.454123967027,2636.3131758944896,2673.0000000000146,2341.4335513639653,2673.0000000000005,2341.4138232758955,2636.095760470145,2634.3138649385537,2293.468198150415
4,9792,2672.9999999999986,2345.0655826596508,2637.445973162782,2673.0000000000146,2345.045054420162,2673.0000000000005,2345.0253972735104,2637.261307010206,2635.5355189428274,2296.796497069647
4,9936,2672.9999999999986,2348.675632174971,2638.5547931776723,2673.0000000000146,2348.655198374899,2673.0000000000005,2348.6357198582027,2638.392832237861,2636.7234384101857,2300.1456272698033
4,10080,2672.9999999999986,2352.282764527684,2639.613105995295,2673.0000000000146,2352.262434094103,2673.0000000000005,2352.2431319520565,2639.4803714455265,2637.884352,2303.5144783958162
4,10224,2672.9999999999986,2355.8880148171706,2640.6381948043636,2673.0000000000146,2355.867627076775,2673.0000000000005,2355.8482624012904,2640.5258532572543,2638.970201825345,2306.899651092121
4,10368,2672.9999999999986,2359.492891371106,2641.6422300124073,2673.0000000000146,2359.472337062302,2673.0000000000005,2359.4526923491817,2641.5401584663623,2640.0265372585045,2310.300866
4,10512,2672.9999999999986,2363.0942927250785,2642.5930825678042,2673.0000000000146,2363.0737565600366,2673.0000000000005,2363.0541150569884,2642.5125972192786,2641.054672,2313.7173331532904
4,10656,2672.9999999999986,2366.6905531623956,2643.5109359095436,2673.0000000000146,2366.670029,2673.0000000000005,2366.6504844086444,2643.4505308200864,2642.0317822135967,2317.146983906272
4,10800,2672.9999999999986,2370.278705483224,2644.3972584908083,2673.0000000000146,2370.2582143148334,2673.0000000000005,2370.2387694143526,2644.3572820846757,2642.9904279664547,2320.589371168042
4,10944,2672.9999999999986,2373.8570501508366,2645.2356583450555,2673.0000000000146,2373.8367136083366,2673.0000000000005,2373.817404840949,2645.227812614358,2643.9198259187965,2324.0434460821666
4,11088,2672.9999999999986,2377.4268923509226,2646.0470927903893,2673.0000000000146,2377.4066619472696,2673.0000000000005,2377.387451826913,2646.070088497265,2644.7972625302914,2327.5068266124294
4,11232,2672.9999999999986,2380.989628,2646.835597616792,2673.0000000000146,2380.9693542787395,2673.0000000000005,2380.950086752332,2646.884895103548,2645.6626409551354,2330.979148455132
4,11376,2672.9999999999986,2384.5435821031597,2647.5851481766754,2673.0000000000146,2384.5232686937698,2673.0000000000005,2384.5039137809968,2647.666956,2646.5069640456413,2334.4597569144503
4,11520,2672.9999999999986,2388.086055940223,2648.322239473825,2673.0000000000146,2388.065792115046,2673.0000000000005,2388.046493514376,2648.426214791691,2647.2992309964316,2337.945996501047
4,11664,2672.9999999999986,2391.6144640645607,2649.0497484544276,2673.0000000000146,2391.5942367938887,2673.0000000000005,2391.5750403227007,2649.160643313413,2648.082294168096,2341.4371684097873
4,11808,2672.9999999999986,2395.1273500594034,2649.7443626864715,2673.0000000000146,2395.107299978397,2673.0000000000005,2395.0883361297547,2649.8662658584985,2648.8497573998175,2344.932773562434
4,11952,2672.9999999999986,2398.625746306786,2650.4315627240576,2673.0000000000146,2398.605915234944,2673.0000000000005,2398.5872019128815,2650.5570016013376,2649.5621771460637,2348.429949054296
4,12096,2672.9999999999986,2402.111108050696,2651.1087671303767,2673.0000000000146,2402.0912934170765,2673.0000000000005,2402.0726125579686,2651.226481838025,2650.2656730366302,2351.92799
4,12240,2672.9999999999986,2405.5811756387716,2651.7479728708454,2673.0000000000146,2405.5612845877167,2673.0000000000005,2405.542413965173,2651.8731371907634,2650.9456556380287,2355.426377098148
4,12384,2672.9999999999986,2409.0343391889137,2652.3674402896895,2673.0000000000146,2409.0145465245414,2673.0000000000005,2408.9957107080036,2652.5032083439505,2651.5877889009143,2358.9231161343755
4,12528,2672.9999999999986,2412.4692618423164,2652.9601696796517,2673.0000000000146,2412.4495903856273,2673.0000000000005,2412.4309393774943,2653.107404177988,2652.2247431362575,2362.417598498003
4,12672,2672.9999999999986,2415.884703806667,2653.518914220756,2673.0000000000146,2415.8651321285242,2673.0000000000005,2415.846684,2653.6888941576303,2652.8394119599775,2365.909345344875
4,12816,2672.9999999999986,2419.2807889673763,2654.062858106638,2673.0000000000146,2419.261414,2673.0000000000005,2419.243186838595,2654.253857612485,2653.4160420252974,2369.3964993936547
4,12960,2672.9999999999986,2422.6588016598134,2654.5862337188196,2673.0000000000146,2422.639581213179,2673.0000000000005,2422.6214884206993,2654.7905841959923,2653.9949762328893,2372.8786713900195
4,13104,2672.9999999999986,2426.0183438248027,2655.0857936852917,2673.0000000000146,2425.9990986884727,2673.0000000000005,2425.980959290718,2655.3073102954377,2654.5595450036526,2376.3557254158763
4,13248,2672.9999999999986,2429.3572864561543,2655.5847117608328,2673.0000000000146,2429.338069752028,2673.0000000000005,2429.319900761714,2655.814233601997,2655.085202840713,2379.825490261027
4,13392,2672.9999999999986,2432.6729940833425,2656.0731910349355,2673.0000000000146,2432.6539351665488,2673.0000000000005,2432.6359293331584,2656.298018355373,2655.6150237312395,2383.2870224505764
4,13536,2672.9999999999986,2435.9651438768233,2656.5450022359387,2673.0000000000146,2435.946255672289,2673.0000000000005,2435.9284397832685,2656.7708378508787,2656.132874309494,2386.740240366276
4,13680,2672.9999999999986,2439.2342336830984,2657.0169867975756,2673.0000000000146,2439.2155034208813,2673.0000000000005,2439.197887471822,2657.2376000246704,2656.616689900051,2390.1824947143023
4,13824,2672.9999999999986,2442.4817019777647,2657.471454661732,2673.0000000000146,2442.4631227598074,2673.0000000000005,2442.445702745328,2657.6878355315966,2657.0967906374212,2393.6134496447003
4,13968,2672.9999999999986,2445.707244782323,2657.906768382409,2673.0000000000146,2445.688720278144,2673.0000000000005,2445.6713532409253,2658.1304458438485,2657.558728164773,2397.032744205258
4,14112,2672.9999999999986,2448.908404946105,2658.3307182148656,2673.0000000000146,2448.8899834216486,2673.0000000000005,2448.8725992682716,2658.560171214084,2657.995477983585,2400.4386947028866
4,14256,2672.9999999999986,2452.0833336699375,2658.7301730642935,2673.0000000000146,2452.065114249479,2673.0000000000005,2452.0478492063985,2658.9665122828674,2658.4324794550676,2403.8308044110217
4,14400,2672.9999999999986,2455.2315500928266,2659.111313395625,2673.0000000000146,2455.2134635345014,2673.0000000000005,2455.1963770443913,2659.3642199947276,2658.8510304287347,2407.2092823811427