% Model,LargeGraphiteBlockDischarge_v3_longblock_sweep_LUDk.mph
10,0.2,1,60,0.01,45051.1031797534,2173.0000000000005,2204.354859955699,2188.5747665148524,2184.6739804882427,2209.4153986407814
10,0.2,1,60,0.01,45278.634003893574,2173.0000000000005,2203.7305109091467,2188.258977272282,2184.435862375435,2208.6941438631366
10,0.2,1,60,0.01,45506.16482803374,2173.0000000000005,2203.1178819422075,2187.949484396107,2184.2025329790313,2207.9866506848925
1,0.2,1,6,0.001,0,2173.0000000000005,2673.000000000643,2672.9851443990797,2668.3479700694984,2673
1,0.2,1,6,0.001,2275.3082414016867,2173.0000000000005,2672.989093457237,2667.8080960010057,2613.485830273024,2672.9998220491766
1,0.2,1,6,0.001,4550.616482803373,2173.0000000000005,2672.9033398514102,2662.528808349864,2601.2098555738257,2672.996326936816
1,0.2,1,6,0.001,6825.924724205061,2173.0000000000005,2672.7357499895647,2657.249489763466,2593.78481556336,2672.984873321373
1,0.2,1,6,0.001,9101.232965606747,2173.0000000000005,2672.4861054299436,2651.977659134516,2588.115144468416,2672.9594022386445
1,0.2,1,6,0.001,11376.541207008433,2173.0000000000005,2672.1620780123353,2646.7163874952407,2582.9379509751493,2672.913338461779
1,0.2,1,6,0.001,13651.849448410121,2173.0000000000005,2671.77138674551,2641.4667853786414,2577.874741933024,2672.840381218254
1,0.2,1,6,0.001,15927.157689811807,2173.0000000000005,2671.3175140756357,2636.229337399208,2572.8345842988765,2672.734908544224
1,0.2,1,6,0.001,18202.465931213494,2173.0000000000005,2670.8037528117025,2631.0035265266806,2567.7972846953176,2672.5948037715434
1,0.2,1,6,0.001,20477.77417261518,2173.0000000000005,2670.229457945757,2625.7892686044565,2562.759374000796,2672.4184094753327
1,0.2,1,6,0.001,22753.082414016866,2173.0000000000005,2669.589401129009,2620.586816838681,2557.720952659317,2672.2014811930853
1,0.2,1,6,0.001,25028.390655418552,2173.0000000000005,2668.8735241063887,2615.397147105464,2552.6894300496233,2671.937744411064
1,0.2,1,6,0.001,27303.698896820242,2173.0000000000005,2668.074030092368,2610.2209462065957,2547.6744015308077,2671.622146068692
1,0.2,1,6,0.001,29579.00713822193,2173.0000000000005,2667.1858892350647,2605.058770747986,2542.681657024974,2671.250277424243
1,0.2,1,6,0.001,31854.315379623615,2173.0000000000005,2666.206122532645,2599.911194883195,2537.712308448174,2670.81783407744
1,0.2,1,6,0.001,34129.6236210253,2173.0000000000005,2665.1327347349957,2594.778854636208,2532.765806740524,2670.3204857673245
1,0.2,1,6,0.001,36404.93186242699,2173.0000000000005,2663.9639092005555,2589.662439615644,2527.842538058069,2669.7539855642076
1,0.2,1,6,0.001,38680.24010382868,2173.0000000000005,2662.697731282144,2584.5626805487427,2522.9441140160216,2669.114302965998
1,0.2,1,6,0.001,40955.54834523036,2173.0000000000005,2661.3323179005597,2579.4803453774725,2518.072415362728,2668.397681676195
1,0.2,1,6,0.001,43230.85658663205,2173.0000000000005,2659.866059632784,2574.4162380267376,2513.22891853877,2667.6006299767964
1,0.2,1,6,0.001,45506.16482803373,2173.0000000000005,2658.2977636093196,2569.3711943674753,2508.4147177200803,2666.719894048368
1,0.2,1,6,0.001,47781.47306943542,2173.0000000000005,2656.626657662768,2564.3460756160616,2503.630815977665,2665.7524517912525
1,0.2,1,6,0.001,50056.781310837105,2173.0000000000005,2654.8523223766356,2559.3417618140274,2498.8782792414613,2664.695532255935
1,0.2,1,6,0.001,52332.089552238795,2173.0000000000005,2652.974624646605,2554.3591468831264,2494.1582086673693,2663.5466443139826
1,0.2,1,6,0.001,54607.397793640484,2173.0000000000005,2650.9936861305414,2549.3991349930157,2489.471669300847,2662.303597343196
1,0.2,1,6,0.001,56882.70603504217,2173.0000000000005,2648.90988201698,2544.46263735109,2484.819663145949,2660.964508007434
1,0.2,1,6,0.001,59158.01427644386,2173.0000000000005,2646.7238493661116,2539.550568878687,2480.2031396812486,2659.5277975845042
1,0.2,1,6,0.001,61433.32251784554,2173.0000000000005,2644.4364883124854,2534.663844764488,2475.6230091626217,2657.992187039521
1,0.2,1,6,0.001,63708.63075924723,2173.0000000000005,2642.0489521983345,2529.803377116423,2471.080144942811,2656.3566937455066
1,0.2,1,6,0.001,65983.93900064891,2173.0000000000005,2639.5626302286537,2524.9700718771314,2466.575379885566,2654.6206294780104
1,0.2,1,6,0.001,68259.2472420506,2173.0000000000005,2636.9791274195886,2520.1648260263937,2462.109503474089,2652.783597441774
1,0.2,1,6,0.001,70534.55548345229,2173.0000000000005,2634.3002470048327,2515.388525014153,2457.683261215922,2650.8454867413175
1,0.2,1,6,0.001,72809.86372485397,2173.0000000000005,2631.5279766239128,2510.6420403734664,2453.2973553069096,2648.8064642118165
1,0.2,1,6,0.001,75085.17196625566,2173.0000000000005,2628.6644749915035,2505.9262275005626,2448.952445404128,2646.6669644538365
1,0.2,1,6,0.001,77360.48020765735,2173.0000000000005,2625.7120571902055,2501.241923610679,2444.6491489028685,2644.4276789380606
1,0.2,1,6,0.001,79635.78844905904,2173.0000000000005,2622.673181945444,2496.589945873,2440.388040794533,2642.089544599871
1,0.2,1,6,0.001,81911.09669046072,2173.0000000000005,2619.550440824141,2491.9710897183068,2436.1696536702148,2639.653731947232
1,0.2,1,6,0.001,84186.4049318624,2173.0000000000005,2616.346544719859,2487.3861273120724,2431.99447825654,2637.121632582033
1,0.2,1,6,0.001,86461.7131732641,2173.0000000000005,2613.0643086046557,2482.835806190198,2427.8629642932556,2634.494846124736
1,0.2,1,6,0.001,88737.02141466578,2173.0000000000005,2609.706636870334,2478.320848054355,2423.7755213416613,2631.7751666717554
1,0.2,1,6,0.001,91012.32965606746,2173.0000000000005,2606.276508190504,2473.8419477188977,2419.7325194227506,2628.964568987338
1,0.2,1,6,0.001,93287.63789746916,2173.0000000000005,2602.7769601064965,2469.39977219875,2415.7342896947703,2626.0651946143616
1,0.2,1,6,0.001,95562.94613887084,2173.0000000000005,2599.211080502747,2464.9949599305924,2411.7811253222094,2623.0793380256064
1,0.2,1,6,0.001,97838.25438027253,2173.0000000000005,2595.5820041975076,2460.628120123325,2407.8732824646754,2620.0094328841205
1,0.2,1,6,0.001,100113.56262167421,2173.0000000000005,2591.8929030538047,2456.29983223372,2404.0109812604974,2616.8580384642173
1,0.2,1,6,0.001,102388.8708630759,2173.0000000000005,2588.146972405884,2452.0106455605164,2400.1944067935383,2613.6278262935684
1,0.2,1,6,0.001,104664.17910447759,2173.0000000000005,2584.3474195210233,2447.761078947981,2396.4237101039407,2610.3215670873933
1,0.2,1,6,0.001,106939.48734587927,2173.0000000000005,2580.497452169551,2443.5516205911968,2392.6990092562205,2606.9421180427153
1,0.2,1,6,0.001,109214.79558728097,2173.0000000000005,2576.6002634685933,2439.3827279373822,2389.02039042161,2603.4924105460245
1,0.2,1,6,0.001,111490.10382868265,2173.0000000000005,2572.659024642599,2435.2548276780203,2385.387908945368,2599.9754383317704
1,0.2,1,6,0.001,113765.41207008433,2173.0000000000005,2568.67689371367,2431.168315825792,2381.8015904157855,2596.394246119054
1,0.2,1,6,0.001,116040.72031148602,2173.0000000000005,2564.657011827735,2427.123557869323,2378.2614317582343,2592.7519187492862
1,0.2,1,6,0.001,118316.02855288771,2173.0000000000005,2560.602489343119,2423.120888999052,2374.767402344399,2589.051570844463
1,0.2,1,6,0.001,120591.3367942894,2173.0000000000005,2556.5163980893376,2419.1606143987265,2371.319445087746,2585.2963370011253
1,0.2,1,6,0.001,122866.64503569108,2173.0000000000005,2552.401767628867,2415.2430095974873,2367.9174775140086,2581.4893625292857
1,0.2,1,6,0.001,125141.95327709276,2173.0000000000005,2548.261574028798,2411.3683208773946,2364.5613928190774,2577.6337947399984
1,0.2,1,6,0.001,127417.26151849446,2173.0000000000005,2544.098722583124,2407.536765731026,2361.251060927674,2573.7327747807813
1,0.2,1,6,0.001,129692.56975989614,2173.0000000000005,2539.916043090834,2403.74853336376,2357.9863295478053,2569.7894300147195
1,0.2,1,6,0.001,131967.87800129782,2173.0000000000005,2535.7163280146847,2400.0037852360997,2354.7670252057474,2565.806866936225
1,0.2,1,6,0.001,134243.1862426995,2173.0000000000005,2531.5023242290754,2396.302655641788,2351.592954252627,2561.788164613855
1,0.2,1,6,0.001,136518.4944841012,2173.0000000000005,2527.2767486671964,2392.64525231773,2348.4639038471582,2557.7363686482045
1,0.2,1,6,0.001,138793.8027255029,2173.0000000000005,2523.0422019527537,2389.0316570816026,2345.379642922669,2553.654485630828
1,0.2,1,6,0.001,141069.11096690458,2173.0000000000005,2518.801184890852,2385.4619264932044,2342.3399231395492,2549.545478088495
1,0.2,1,6,0.001,143344.41920830627,2173.0000000000005,2514.5561279416056,2381.9360925359224,2339.344479816102,2545.41225989579
1,0.2,1,6,0.001,145619.72744970795,2173.0000000000005,2510.309420221733,2378.454163315067,2336.3930328309084,2541.257692138058
1,0.2,1,6,0.001,147895.03569110963,2173.0000000000005,2506.063384595849,2375.016123769959,2333.4852874972066,2537.0845794059187
1,0.2,1,6,0.001,150170.3439325113,2173.0000000000005,2501.8203132212584,2371.621936397147,2330.6209354137713,2532.8956665020046
1,0.2,1,6,0.001,152445.652173913,2173.0000000000005,2497.5823722980194,2368.2715419816764,2327.7996552953987,2528.6936355401517
1,0.2,1,6,0.001,154720.9604153147,2173.0000000000005,2493.3516133964736,2364.9648603339688,2325.021113780792,2524.481103417154
1,0.2,1,6,0.001,156996.2686567164,2173.0000000000005,2489.129996574656,2361.7017910299355,2322.2849662138237,2520.2606196371376
1,0.2,1,6,0.001,159271.57689811807,2173.0000000000005,2484.9194592256636,2358.482214152225,2319.590857396913,2516.0346644687406
1,0.2,1,6,0.001,161546.88513951976,2173.0000000000005,2480.7218764310824,2355.305991030712,2316.9384223188026,2511.8056474155023
1,0.2,1,6,0.001,163822.19338092144,2173.0000000000005,2476.5391361552597,2352.1729649803087,2314.3272868595427,2507.5759059801917
1,0.2,1,6,0.001,166097.50162232312,2173.0000000000005,2472.372930085431,2349.082962034487,2311.7570684730176,2503.3477047042
1,0.2,1,6,0.001,168372.8098637248,2173.0000000000005,2468.224804691468,2346.0357916727953,2309.227376845186,2499.123234463607
1,0.2,1,6,0.001,170648.11810512652,2173.0000000000005,2464.096298831448,2343.0312475412456,2306.73781452684,2494.9046120040653
1,0.2,1,6,0.001,172923.4263465282,2173.0000000000005,2459.9889252698417,2340.0691081641185,2304.2879775415367,2490.6938796972563
1,0.2,1,6,0.001,175198.73458792988,2173.0000000000005,2455.9042396910986,2337.1491376463077,2301.877455971038,2486.493005502269
1,0.2,1,6,0.001,177474.04282933156,2173.0000000000005,2451.8435647860742,2334.2710863649663,2299.5058345193484,2482.303883115908
1,0.2,1,6,0.001,179749.35107073325,2173.0000000000005,2447.808093367186,2331.434691649653,2297.172693054578,2478.1283322966
1,0.2,1,6,0.001,182024.65931213493,2173.0000000000005,2443.7990280841905,2328.6396784501753,2294.877607128912,2473.968099347245
1,0.2,1,6,0.001,184299.9675535366,2173.0000000000005,2439.817543775715,2325.8857599914604,2292.6201484761946,2469.8248577430813
1,0.2,1,6,0.001,186575.27579493832,2173.0000000000005,2435.8648671795318,2323.172638414785,2290.3998854882125,2465.700208891284
1,0.2,1,6,0.001,188850.58403634,2173.0000000000005,2431.941981639446,2320.500005405025,2288.216383671435,2461.5956830097125
1,0.2,1,6,0.001,191125.8922777417,2173.0000000000005,2428.049756944484,2317.8675428032793,2286.0692060847264,2457.512740112881
1,0.2,1,6,0.001,193401.20051914337,2173.0000000000005,2424.18909654678,2315.2749232045794,2283.957913757662,2453.4527710939083
1,0.2,1,6,0.001,195676.50876054505,2173.0000000000005,2420.360887031741,2312.7218105404027,2281.882066089329,2449.417098891824
1,0.2,1,6,0.001,197951.81700194674,2173.0000000000005,2416.5660186204973,2310.20786064581,2279.841221228594,2445.4069797343022
1,0.2,1,6,0.001,200227.12524334842,2173.0000000000005,2412.8052152129258,2307.73272181092,2277.834936437035,2441.4236044464515
1,0.2,1,6,0.001,202502.43348475013,2173.0000000000005,2409.079083198619,2305.2960353167014,2275.8627684351013,2437.4680998169174
1,0.2,1,6,0.001,204777.7417261518,2173.0000000000005,2405.388234682495,2302.8974359549766,2273.92427373183,2433.5415300131176
1,0.2,1,6,0.001,207053.0499675535,2173.0000000000005,2401.73327499642,2300.5365525325537,2272.0190089380335,2429.6448980379682
1,0.2,1,6,0.001,209328.35820895518,2173.0000000000005,2398.114849728246,2298.213008359625,2270.1465310637172,2425.7791472210115
1,0.2,1,6,0.001,211603.66645035686,2173.0000000000005,2394.533434479013,2295.9264217223713,2268.306397800359,2421.945162737362
1,0.2,1,6,0.001,213878.97469175854,2173.0000000000005,2390.989403798327,2293.6764063399364,2266.498167788893,2418.1437731483616
1,0.2,1,6,0.001,216154.28293316023,2173.0000000000005,2387.483137072248,2291.46257180589,2264.721400873801,2414.3757519582996
1,0.2,1,6,0.001,218429.59117456194,2173.0000000000005,2384.0150117086896,2289.284524014243,2262.975658343441,2410.641819182
1,0.2,1,6,0.001,220704.89941596362,2173.0000000000005,2380.585441688724,2287.1418655702805,2261.260503157146,2406.9426429184828
1,0.2,1,6,0.001,222980.2076573653,2173.0000000000005,2377.194697815048,2285.034196186373,2259.575500159511,2403.27884092632
1,0.2,1,6,0.001,225255.515898767,2173.0000000000005,2373.8429860654305,2282.9611130630083,2257.920216282702,2399.6509821966597
1,0.2,1,6,0.001,227530.82414016867,2173.0000000000005,2370.5304768418328,2280.922211255216,2256.294220737074,2396.0595885202665
1,0.2,1,6,0.001,229806.13238157035,2173.0000000000005,2367.257353285071,2278.9170840246907,2254.6970851904825,2392.505136045236
1,0.2,1,6,0.001,232081.44062297203,2173.0000000000005,2364.0237850710105,2276.945323177892,2253.128383936688,2388.9880568223716
1,0.2,1,6,0.001,234356.74886437372,2173.0000000000005,2360.8299586498188,2275.006519390265,2251.587694053101,2385.508740335486
1,0.2,1,6,0.001,236632.05710577543,2173.0000000000005,2357.675926724461,2273.1002625170822,2250.074595548635,2382.067535014178
1,0.2,1,6,0.001,238907.3653471771,2173.0000000000005,2354.5616609745534,2271.2261418910102,2248.5886715018396,2378.664749726906
1,0.2,1,6,0.001,241182.6735885788,2173.0000000000005,2351.4871788015803,2269.383746606806,2247.1295081898975,2375.300655252401
1,0.2,1,6,0.001,243457.98182998048,2173.0000000000005,2348.452499290313,2267.572665793365,2245.6966952086204,2371.9754857277003
1,0.2,1,6,0.001,245733.29007138216,2173.0000000000005,2345.4577135991917,2265.79248887357,2244.2898255838422,2368.6894400712717
1,0.2,1,6,0.001,248008.59831278384,2173.0000000000005,2342.502706812665,2264.0428058120483,2242.908495874647,2365.442683379916
1,0.2,1,6,0.001,250283.90655418552,2173.0000000000005,2339.587323179994,2262.323207351395,2241.5523062687125,2362.2353482983062
1,0.2,1,6,0.001,252559.21479558724,2173.0000000000005,2336.711475521262,2260.633285236949,2240.2208606702634,2359.067536360189
1,0.2,1,6,0.001,254834.52303698892,2173.0000000000005,2333.8750937382392,2258.972632430607,2238.913766780729,2355.9393193004335
1,0.2,1,6,0.001,257109.8312783906,2173.0000000000005,2331.078092590567,2257.340843313914,2237.6306361725588,2352.8507403372532
1,0.2,1,6,0.001,259385.13951979228,2173.0000000000005,2328.3202853937764,2255.737513880715,2236.3710843563426,2349.801815424071
1,0.2,1,6,0.001,261660.44776119397,2173.0000000000005,2325.6014397327654,2254.162241919803,2235.1347308417007,2346.79253447059
1,0.2,1,6,0.001,263935.75600259565,2173.0000000000005,2322.9213637258254,2252.614627187731,2233.9211991921557,2343.8228625327893
1,0.2,1,6,0.001,266211.06424399733,2173.0000000000005,2320.279875751838,2251.094271572192,2232.730117074293,2340.8927409716157
1,0.2,1,6,0.001,268486.372485399,2173.0000000000005,2317.6767893948886,2249.6007792462333,2231.5611163013923,2338.0020885802837
1,0.2,1,6,0.001,270761.6807268007,2173.0000000000005,2315.111872704035,2248.1337568136164,2230.4138328717863,2335.150802680149
1,0.2,1,6,0.001,273036.9889682024,2173.0000000000005,2312.5848626357547,2246.692813445591,2229.287907002301,2332.338760185221
1,0.2,1,6,0.001,275312.2972096041,2173.0000000000005,2310.0954569393266,2245.2775610094377,2228.1829831568766,2329.5658186354262
1,0.2,1,6,0.001,277587.6054510058,2173.0000000000005,2307.6433783077655,2243.8876141889855,2227.0987100707202,2326.83181719883
1,0.2,1,6,0.001,279862.9136924075,2173.0000000000005,2305.22835081481,2242.5225905974667,2226.0347407701556,2324.1365776430534
1,0.2,1,6,0.001,282138.22193380917,2173.0000000000005,2302.850149419043,2241.182110882886,2224.9907325883414,2321.4799052761914
1,0.2,1,6,0.001,284413.53017521085,2173.0000000000005,2300.508453433912,2239.8657988263053,2223.9663471770846,2318.861589857578
1,0.2,1,6,0.001,286688.83841661253,2173.0000000000005,2298.2028940303744,2238.5732814331727,2222.9612505149753,2316.2814064787894
1,0.2,1,6,0.001,288964.1466580142,2173.0000000000005,2295.9331381036127,2237.3041890180502,2221.9751129120136,2313.7391164153078
1,0.2,1,6,0.001,291239.4548994159,2173.0000000000005,2293.6988687989633,2236.058155282958,2221.0076090109437,2311.2344679493062
1,0.2,1,6,0.001,293514.7631408176,2173.0000000000005,2291.4998323023733,2234.8348173895843,2220.058417785381,2308.7671971640393
1,0.2,1,6,0.001,295790.07138221926,2173.0000000000005,2289.3356524562987,2233.6338160255764,2219.1272225350076,2306.337028710354
1,0.2,1,6,0.001,298065.37962362095,2173.0000000000005,2287.2059240746376,2232.4547954652103,2218.213710877875,2303.943676545851
1,0.2,1,6,0.001,300340.6878650226,2173.0000000000005,2285.110294507521,2231.297403624628,2217.3175747400815,2301.5868446472414
1,0.2,1,6,0.001,302615.9961064243,2173.0000000000005,2283.0484281961453,2230.161292111816,2216.438510342953,2299.2662276964734
1,0.2,1,6,0.001,304891.304347826,2173.0000000000005,2281.0200170229496,2229.0461162716974,2215.5762181877926,2296.9815117411954
1,0.2,1,6,0.001,307166.6125892277,2173.0000000000005,2279.0246737752727,2227.9515352263015,2214.730403038456,2294.7323748301546
1,0.2,1,6,0.001,309441.9208306294,2173.0000000000005,2277.061977573917,2226.877211910493,2213.9007739017243,2292.518487624111
1,0.2,1,6,0.001,311717.2290720311,2173.0000000000005,2275.131551213739,2225.822813103239,2213.0870440057965,2290.3395139828776
1,0.2,1,6,0.001,313992.5373134328,2173.0000000000005,2273.233031890844,2224.788009454742,2212.2889307768774,2288.195111529079
1,0.2,1,6,0.001,316267.84555483446,2173.0000000000005,2271.366114701578,2223.772475509495,2211.506155813992,2286.0849321892497
1,0.2,1,6,0.001,318543.15379623615,2173.0000000000005,2269.530381263601,2222.7758897256663,2210.7384448622015,2284.0086227128495
1,0.2,1,6,0.001,320818.46203763783,2173.0000000000005,2267.7254001942038,2221.797934490674,2209.985527784353,2281.965825169825
1,0.2,1,6,0.001,323093.7702790395,2173.0000000000005,2265.9507948064247,2220.83829613339,2209.247138531235,2279.956177427304
1,0.2,1,6,0.001,325369.0785204412,2173.0000000000005,2264.2062109639146,2219.896664933026,2208.523015110571,2277.9793136060134
1,0.2,1,6,0.001,327644.3867618429,2173.0000000000005,2262.4912980771005,2218.9727351248334,2207.8128995547386,2276.0348645170307
1,0.2,1,6,0.001,329919.69500324456,2173.0000000000005,2260.8056503898433,2218.066204902849,2207.1165378872806,2274.1224580794315
1,0.2,1,6,0.001,332195.00324464624,2173.0000000000005,2259.1488484177144,2217.176776419756,2206.4336800884375,2272.241719719426
1,0.2,1,6,0.001,334470.3114860479,2173.0000000000005,2257.5205088024813,2216.304155784066,2205.764080059654,2270.392272751553
1,0.2,1,6,0.001,336745.6197274496,2173.0000000000005,2255.9202588184503,2215.448053054742,2205.10749558721,2268.573738742482
1,0.2,1,6,0.001,339020.9279688513,2173.0000000000005,2254.3477636324287,2214.6081822333313,2204.4636883050334,2266.7857378580006
1,0.2,1,6,0.001,341296.23621025303,2173.0000000000005,2252.802625378013,2213.7842612538807,2203.832423656725,2265.0278891937037
1,0.2,1,6,0.001,343571.5444516547,2173.0000000000005,2251.2844227736705,2212.976011970599,2203.2134708569506,2263.2998110899393
1,0.2,1,6,0.001,345846.8526930564,2173.0000000000005,2249.7927733655283,2212.1831601434883,2202.606602852166,2261.6011214315263
1,0.2,1,6,0.001,348122.1609344581,2173.0000000000005,2248.32731386891,2211.4054354220216,2202.0115962808445,2259.931437932762
1,0.2,1,6,0.001,350397.46917585976,2173.0000000000005,2246.887712861085,2210.6425713269964,2201.4282314330876,2258.2903784082164
1,0.2,1,6,0.001,352672.77741726144,2173.0000000000005,2245.473580215692,2209.8943052306727,2200.85629220998,2256.6775610298128
1,0.2,1,6,0.001,354948.0856586631,2173.0000000000005,2244.084508167894,2209.1603783352152,2200.295566082353,2255.0926045706756
1,0.2,1,6,0.001,357223.3939000648,2173.0000000000005,2242.7201253420562,2208.440535649698,2199.7458440493624,2253.5351286362047
1,0.2,1,6,0.001,359498.7021414665,2173.0000000000005,2241.3800749836423,2207.734525965603,2199.206920596691,2252.0047538828517
1,0.2,1,6,0.001,361774.0103828682,2173.0000000000005,2240.064042474546,2207.0421018310444,2198.6785936545616,2250.5011022250305
1,0.2,1,6,0.001,364049.31862426986,2173.0000000000005,2238.7716395928055,2206.3630195236574,2198.1606645554893,2249.0237970306102
1,0.2,1,6,0.001,366324.62686567154,2173.0000000000005,2237.502472248202,2205.697039022385,2197.6529379919325,2247.572463305405
1,0.2,1,6,0.001,368599.9351070732,2173.0000000000005,2236.2561884508514,2205.043923978172,2197.1552219738082,2246.14672786708
1,0.2,1,6,0.001,370875.2433484749,2173.0000000000005,2235.032457592131,2204.4034416835593,2196.667327785884,2244.7462195088765
1,0.2,1,6,0.001,373150.55158987665,2173.0000000000005,2233.8309400715802,2203.7753630414595,2196.1890699451833,2243.370569153546
1,0.2,1,6,0.001,375425.8598312783,2173.0000000000005,2232.651288277204,2203.159462532978,2195.720266158374,2242.0194099978703
1,0.2,1,6,0.001,377701.16807268,2173.0000000000005,2231.493141489479,2202.5555181844657,2195.260737279092,2240.692377648138
1,0.2,1,6,0.001,379976.4763140817,2173.0000000000005,2230.3561486724548,2201.963311533839,2194.8103072654158,2239.3891102469424
1,0.2,1,6,0.001,382251.7845554834,2173.0000000000005,2229.239976150661,2201.3826275962,2194.368803137375,2238.109248591639
1,0.2,1,6,0.001,384527.09279688506,2173.0000000000005,2228.1443078280818,2200.8132548288945,2193.93605493454,2236.852436244802
1,0.2,1,6,0.001,386802.40103828674,2173.0000000000005,2227.0688156885853,2200.2549850959394,2193.5118956737947,2235.618319637014
1,0.2,1,6,0.001,389077.7092796884,2173.0000000000005,2226.0131733079506,2199.7076136320065,2193.096161307198,2234.406548162294
1,0.2,1,6,0.001,391353.0175210901,2173.0000000000005,2224.9770441999603,2199.170939005938,2192.6886906800587,2233.216774266479
1,0.2,1,6,0.001,393628.3257624918,2173.0000000000005,2223.9601008309146,2198.6447630838493,2192.289325489223,2232.048653528857
1,0.2,1,6,0.001,395903.6340038935,2173.0000000000005,2222.962030304816,2198.128890991881,2191.897910241518,2230.901844737327
1,0.2,1,6,0.001,398178.94224529515,2173.0000000000005,2221.9825276285183,2197.6231310786525,2191.514292212472,2229.7760099573766
1,0.2,1,6,0.001,400454.25048669684,2173.0000000000005,2221.021303319145,2197.1272948774435,2191.138321405293,2228.6708145951425
1,0.2,1,6,0.001,402729.5587280985,2173.0000000000005,2220.0780449776753,2196.641197068127,2190.769850510076,2227.585927454807
1,0.2,1,6,0.001,405004.86696950026,2173.0000000000005,2219.152428277726,2196.1646554389595,2190.4087348633375,2226.5210207905966
1,0.2,1,6,0.001,407280.17521090194,2173.0000000000005,2218.2441532287694,2195.697490848185,2190.054832407793,2225.475770353605
1,0.2,1,6,0.001,409555.4834523036,2173.0000000000005,2217.352932466976,2195.2395271855316,2189.7080036524812,2224.449855433688
1,0.2,1,6,0.001,411830.7916937053,2173.0000000000005,2216.4785080664196,2194.79059133363,2189.368111633242,2223.442958896654
1,0.2,1,6,0.001,414106.099935107,2173.0000000000005,2215.620578163494,2194.3505131294073,2189.0350218734243,2222.45476721697
1,0.2,1,6,0.001,416381.4081765087,2173.0000000000005,2214.778837164151,2193.919125325392,2188.708602345034,2221.4849705061856
1,0.2,1,6,0.001,418656.71641791036,2173.0000000000005,2213.953007859169,2193.496263551107,2188.3887234301887,2220.533262537278
1,0.2,1,6,0.001,420932.02465931204,2173.0000000000005,2213.14282704123,2193.0817662744403,2188.0752578829565,2219.5993407651313
1,0.2,1,6,0.001,423207.3329007137,2173.0000000000005,2212.3480384795917,2192.6754747631308,2187.7680807915485,2218.682906343311
1,0.2,1,6,0.001,425482.6411421154,2173.0000000000005,2211.5683690966134,2192.2772330462635,2187.4670695408718,2217.783664137337
1,0.2,1,6,0.001,427757.9493835171,2173.0000000000005,2210.8035382833446,2191.8868878759286,2187.172103775497,2216.901322734616
1,0.2,1,6,0.001,430033.25762491877,2173.0000000000005,2210.053282788894,2191.50428868904,2186.8830653630275,2216.035594451209
1,0.2,1,6,0.001,432308.56586632045,2173.0000000000005,2209.317351014013,2191.1292875692175,2186.599838357786,2215.186195335593
1,0.2,1,6,0.001,434583.87410772213,2173.0000000000005,2208.595507916025,2190.7617392088746,2186.3223089650332,2214.3528451695724
1,0.2,1,6,0.001,436859.1823491239,2173.0000000000005,2207.8875013533852,2190.4015008715414,2186.050365505408,2213.5352674664914
1,0.2,1,6,0.001,439134.49059052556,2173.0000000000005,2207.1930746616017,2190.048432354331,2185.7838983799566,2212.733189466886
1,0.2,1,6,0.001,441409.79883192724,2173.0000000000005,2206.5119786664354,2189.70239595063,2185.5228000354887,2211.9463421317178
1,0.2,1,6,0.001,443685.1070733289,2173.0000000000005,2205.843977317721,2189.3632564130517,2185.266964930276,2211.17446013333
1,0.2,1,6,0.001,445960.4153147306,2173.0000000000005,2205.188849859604,2189.030880916636,2185.016289500363,2210.4172818442325
1,0.2,1,6,0.001,448235.7235561323,2173.0000000000005,2204.546365267606,2188.7051390222937,2184.7706721260597,2209.674549323864
1,0.2,1,6,0.001,450511.031797534,2173.0000000000005,2203.916291041842,2188.385902640493,2184.5300130990418,2208.9460083034255
1,0.2,1,6,0.001,452786.34003893565,2173.0000000000005,2203.298394808309,2188.073045995319,2184.294214589764,2208.231408168915
1,0.2,1,6,0.001,455061.64828033734,2173.0000000000005,2202.6924556162257,2187.766445588758,2184.063180615343,2207.5305019424636
